Id,Horodateur,Tu es ...,"Ton age ? (Juste le nombre, ex: 19)",Que fais-tu à l'UTC ? ,Ton semestre et ta branche si nécessaire ? (ex: GM04),Est-ce que tu vas au Pic ?,Est-ce que tu bois de l'alcool ?,Tes préférences : [Cidre Loic Raison],Tes préférences : [Chimay Bleue],Tes préférences : [Duvel],Tes préférences : [Grand Cru St Feuillien],Tes préférences : [Pêche Mel Bush],Tes préférences : [Westmalle Triple],Tes préférences : [Barbar Blonde],Tes préférences : [Chouffe],Tes préférences : [Cuvée Des Trolls],Tes préférences : [Delirium Tremens],Tes préférences : [Gauloise Rouge],"Combien bois tu de bières (en moyenne) quand tu viens au Pic ? (Juste le nombre, ex: 3)","Combien de temps te faut-il (en moyenne) pour boire ta bière ? (Juste le nombre de minutes, ex: 20)",A quelle heure arrives-tu en général au Pic ?,Et à quelle heure repars-tu ?,"Quel est ton budget maximum par soir ? (Juste le nombre d'euros, ex: 10)","En général, manges-tu avant d'aller au Pic ?",Quels jours viens-tu au pic ? (En général),Note ta sensibilité à l'alcool :,"Avec combien de potes en moyenne tu passes ta soirée ? (Juste le nombre, ex: 5)",As-tu déjà été permanencier au Pic ?,"Combien de temps te faut-il, en moyenne, pour servir une bière ? (Nombre de secondes, ex: 45)"
251,07/06/2017 21:54:59,Une femme,24,Master,GM07,Oui,Oui,J'adore !,Je déteste !,Je déteste !,J'adore !,J'adore !,Bof...,Bof...,Bof...,J'adore !,Bof...,Je déteste !,2,30,19:00:00,21:30:00,10,"Non, manger c'est tricher","Lundi, Mercredi",1,3,Oui,30
252,07/06/2017 21:56:05,Un homme,19,Branche,GSM02,Oui,Oui,Pas mal,Bof...,Pas mal,Pas mal,Jamais bu,Pas mal,J'adore !,Bof...,J'adore !,Pas mal,Je déteste !,2,15,19:30:00,22:30:00,8,Oui,Jeudi,2,6,Oui,25
253,07/06/2017 21:57:37,Un homme,19,Branche,GM01,Oui,Oui,J'adore !,Pas mal,Pas mal,Pas mal,Jamais bu,Jamais bu,J'adore !,Pas mal,Pas mal,J'adore !,Pas mal,2,40,18:30:00,20:00:00,20,Oui,Jeudi,4,8,Oui,30
254,07/06/2017 22:00:35,Une femme,20,Branche,GI02,Oui,Oui,Pas mal,Bof...,Pas mal,J'adore !,Bof...,Pas mal,J'adore !,Jamais bu,Jamais bu,Bof...,Je déteste !,3,25,20:00:00,22:30:00,5,Oui,"Mercredi, Jeudi, Vendredi",3,20,Oui,20
255,07/06/2017 22:07:14,Une femme,22,Branche,GSM02,Oui,Oui,Pas mal,Jamais bu,Bof...,J'adore !,Je déteste !,Bof...,Pas mal,J'adore !,J'adore !,Bof...,J'adore !,4,20,19:00:00,22:00:00,7,Oui,"Jeudi, Vendredi",3,5,Non,
256,07/06/2017 22:11:50,Une femme,22,Branche,GB06,Oui,Oui,J'adore !,Jamais bu,Bof...,Jamais bu,J'adore !,Pas mal,Jamais bu,Jamais bu,Pas mal,J'adore !,Pas mal,2,45,19:30:00,22:30:00,6,Oui,"Jeudi, Vendredi",2,3,Non,
257,07/06/2017 22:17:13,Un homme,21,Branche,Gam04,Oui,Oui,Bof...,Pas mal,Pas mal,J'adore !,Je déteste !,Bof...,Pas mal,Pas mal,J'adore !,J'adore !,Je déteste !,4,20,20:30:00,22:00:00,10,Oui,"Lundi, Mardi, Mercredi, Jeudi, Vendredi",2,15,Oui,8
258,07/06/2017 22:19:48,Une femme,19,Tronc commun,TC02,Oui,Oui,Jamais bu,Jamais bu,Jamais bu,Jamais bu,J'adore !,Jamais bu,Pas mal,Jamais bu,Jamais bu,Pas mal,J'adore !,3,10,20:00:00,22:00:00,5,"Non, manger c'est tricher","Mardi, Jeudi",2,4,Oui,45
259,07/06/2017 22:23:27,Une femme,20,Branche,GI02,Oui,Oui,J'adore !,Jamais bu,Jamais bu,Jamais bu,Jamais bu,Jamais bu,Jamais bu,Jamais bu,Jamais bu,Jamais bu,Pas mal,"0,00001",45,18:30:00,18:31:00,0,"Non, je mange un menu au Pic","Lundi, Mercredi",2,6,Oui,25
260,07/06/2017 22:26:12,Une femme,21,Branche,GP02,Oui,Oui,Pas mal,Bof...,Pas mal,J'adore !,Bof...,Pas mal,Pas mal,Bof...,Bof...,Pas mal,Bof...,3,40,19:30:00,22:30:00,5,Oui,Jeudi,1,10,Oui,45
261,07/06/2017 22:32:59,Une femme,21,Branche,GB04,Oui,Oui,Bof...,Jamais bu,Je déteste !,Pas mal,Pas mal,Jamais bu,J'adore !,Jamais bu,J'adore !,Pas mal,Pas mal,3,20,20:00:00,22:00:00,8,Oui,"Jeudi, Vendredi",2,7,Oui,Je sais pas
262,07/06/2017 22:35:03,Un homme,23,Master,GI05,Oui,Oui,Pas mal,J'adore !,Pas mal,J'adore !,Bof...,J'adore !,Pas mal,J'adore !,J'adore !,J'adore !,Bof...,2,10,18:30:00,21:00:00,9,"Non, je mange un menu au Pic","Lundi, Mardi, Mercredi, Jeudi, Vendredi",3,3,Oui,6
263,07/06/2017 22:45:18,Une femme,20,Branche,GM01,Oui,Oui,Jamais bu,Jamais bu,Jamais bu,Jamais bu,J'adore !,Jamais bu,Jamais bu,Jamais bu,Pas mal,Jamais bu,J'adore !,1,30,18:00:00,19:00:00,5,Oui,"Jeudi, Vendredi",1,4,Oui,59
264,07/06/2017 22:45:18,Une femme,18,HUTECH  (ça fait 5ans qu'on existe quand même :'( ),Hu02,Oui,Oui,Jamais bu,,,,Pas mal,,J'adore !,Pas mal,,J'adore !,Pas mal,2,15,20:30:00,22:00:00,7,Oui,"Jeudi, Vendredi",2,4,Oui,30
265,07/06/2017 22:46:16,Une femme,21,Branche,GB01,Oui,Oui,J'adore !,Jamais bu,Jamais bu,Pas mal,Je déteste !,Pas mal,Jamais bu,Jamais bu,Pas mal,Jamais bu,J'adore !,2,20,20:45:00,22:00:00,6,Oui,Jeudi,2,6,Oui,40
266,07/06/2017 22:47:28,Une femme,20,Branche,GSU2,Oui,Oui,Bof...,J'adore !,Je déteste !,J'adore !,Pas mal,Pas mal,Pas mal,J'adore !,Pas mal,J'adore !,Je déteste !,3,20-25,20:00:00,22:00:00,6-7,"Non, manger c'est tricher","Lundi, Jeudi, Vendredi",4,3-4,Oui,"aucune idée, je ne me suis jamais chronomée ^^ (ça dépend du débit du fût non ?)"
267,07/06/2017 22:57:25,Une femme,21,Branche,GB04,Oui,Oui,Pas mal,Bof...,Jamais bu,Pas mal,Pas mal,Je déteste !,J'adore !,Bof...,J'adore !,Bof...,Pas mal,2,15,19:00:00,22:00:00,6,"Non, je mange des snacks au Pic","Jeudi, Vendredi",2,3,Oui,30
268,07/06/2017 23:03:30,Une femme,19,Tronc commun,TC04,Oui,Non,Jamais bu,Jamais bu,Jamais bu,Jamais bu,Jamais bu,Jamais bu,Jamais bu,Jamais bu,Jamais bu,Jamais bu,Jamais bu,0,0,20:00:00,23:00:00,0,Oui,"Jeudi, Vendredi",,6,Non,
269,07/06/2017 23:16:31,Une femme,18,Tronc commun,TC02,Oui,Oui,Jamais bu,Jamais bu,Jamais bu,Jamais bu,Jamais bu,Jamais bu,Jamais bu,Jamais bu,Jamais bu,Jamais bu,J'adore !,2,25,20:00:00,22:00:00,6,"Non, manger c'est tricher",Jeudi,1,4,Non,
270,07/06/2017 23:17:23,Un homme,19,Tronc commun,TC02,Oui,Oui,Bof...,Bof...,Bof...,Bof...,Je déteste !,Pas mal,Pas mal,Bof...,Bof...,J'adore !,Je déteste !,3,5,19:30:00,22:00:00,8,Oui,"Mercredi, Jeudi, Vendredi",3,5,Oui,en combien de temps tu remplis ton verre d'eau?
271,07/06/2017 23:20:26,Un homme,21,Master,,Oui,Oui,Bof...,Pas mal,Pas mal,J'adore !,J'adore !,J'adore !,Pas mal,J'adore !,J'adore !,J'adore !,J'adore !,3,30,19:30:00,22:00:00,20,Oui,"Lundi, Mardi, Mercredi, Jeudi, Vendredi",3,4,Oui,15
272,07/06/2017 23:23:58,Un homme,23,Branche,GP06,Oui,Oui,Jamais bu,Jamais bu,Pas mal,Jamais bu,J'adore !,Jamais bu,Pas mal,J'adore !,J'adore !,Pas mal,J'adore !,2,15,20:00:00,21:30:00,8,"Non, je mange des snacks au Pic","Mardi, Vendredi",4,4,Oui,30
273,07/06/2017 23:29:27,Un homme,23,Branche,GB04,Oui,Oui,Pas mal,Jamais bu,Jamais bu,Jamais bu,Pas mal,Jamais bu,Jamais bu,Jamais bu,Jamais bu,J'adore !,Pas mal,2,30,20:00:00,21:00:00,5,"Non, manger c'est tricher","Mardi, Mercredi, Jeudi",3,5,Non,
274,07/06/2017 23:35:35,Un homme,19,Tronc commun,Tc02,Oui,Oui,Pas mal,J'adore !,J'adore !,J'adore !,Pas mal,Pas mal,J'adore !,Pas mal,J'adore !,J'adore !,Pas mal,4,10,20:00:00,22:00:00,10,Oui,"Jeudi, Vendredi",4,15,Non,
275,07/06/2017 23:35:47,Une femme,23,Branche,GP04,Oui,Oui,Pas mal,Pas mal,Pas mal,Jamais bu,J'adore !,Jamais bu,Jamais bu,Jamais bu,Jamais bu,J'adore !,J'adore !,2,15,20:00:00,22:00:00,5,"Non, je mange des snacks au Pic","Mardi, Vendredi",2,4,Oui,30
276,07/06/2017 23:37:58,Un homme,23,Diplomé,Diplômé + 1,Oui,Oui,J'adore !,Jamais bu,Jamais bu,Jamais bu,Pas mal,Jamais bu,Jamais bu,Jamais bu,J'adore !,J'adore !,Jamais bu,2,30,19:00:00,22:00:00,10,"Non, manger c'est tricher",Vendredi,3,4,Oui,60
277,07/06/2017 23:39:53,Un homme,20,Tronc commun,TC04,Oui,Oui,Pas mal,Jamais bu,Jamais bu,Jamais bu,Jamais bu,J'adore !,Jamais bu,J'adore !,J'adore !,J'adore !,Pas mal,1,15,20:00:00,22:00:00,8,Oui,"Lundi, Mercredi",4,4,Oui,30
278,07/06/2017 23:48:30,Un homme,20,ESCOM,,Oui,Oui,Jamais bu,Jamais bu,Bof...,Jamais bu,Jamais bu,Jamais bu,Jamais bu,Jamais bu,Pas mal,J'adore !,Je déteste !,5,20,20:00:00,22:00:00,10,Oui,"Jeudi, Vendredi",4,10,Non,
279,07/06/2017 23:55:42,Un homme,23,Branche,GP06,Oui,Oui,Pas mal,Bof...,Pas mal,Bof...,J'adore !,Pas mal,Bof...,Je déteste !,J'adore !,J'adore !,J'adore !,3,30,19:30:00,22:00:00,15,Oui,"Mercredi, Jeudi, Vendredi",2,4,Oui,25
280,07/06/2017 23:59:20,Un homme,19,Tronc commun,3,Oui,Oui,Pas mal,Pas mal,J'adore !,J'adore !,Je déteste !,Pas mal,J'adore !,Jamais bu,J'adore !,J'adore !,Bof...,2,30,19:30:00,20:30:00,8,"Non, manger c'est tricher","Lundi, Mardi, Mercredi, Vendredi",3,4,Oui,
281,08/06/2017 00:00:03,Un homme,21,Branche,GI01,Oui,Oui,Pas mal,Pas mal,Pas mal,Pas mal,Pas mal,Pas mal,J'adore !,Pas mal,Pas mal,J'adore !,J'adore !,3,30,20:00:00,22:00:00,10,"Non, manger c'est tricher","Jeudi, Vendredi",3,5,Oui,30
282,08/06/2017 00:05:05,Un homme,18,Tronc commun,Tc02,Oui,Oui,Jamais bu,Jamais bu,Jamais bu,Jamais bu,Pas mal,Jamais bu,J'adore !,Jamais bu,Pas mal,J'adore !,J'adore !,3,15,20:00:00,22:00:00,11,Oui,Vendredi,3,6,Non,
283,08/06/2017 00:24:15,Une femme,18,Escom ,,Oui,Oui,Jamais bu,Jamais bu,Jamais bu,Jamais bu,J'adore !,Jamais bu,Pas mal,Jamais bu,Pas mal,Pas mal,J'adore !,1,15,20:40:00,22:00:00,"1,85","Non, manger c'est tricher",Jeudi,2,7,Non,
284,08/06/2017 00:25:34,Une femme,22,Master,,Oui,Oui,,,,Pas mal,,,Pas mal,,,J'adore !,,2,20,20:00:00,22:00:00,10,"Non, je mange des snacks au Pic","Mercredi, Jeudi, Vendredi",3,5,Oui,30
285,08/06/2017 00:30:53,Un homme,26,Branche,GM06,Non,,,,,,,,,,,,,,,,,,,,,,,
286,08/06/2017 00:38:17,Un homme,23,Branche,GM05,Oui,Oui,Jamais bu,Jamais bu,Pas mal,Pas mal,Bof...,Pas mal,J'adore !,Pas mal,J'adore !,J'adore !,Bof...,5,20,18:30:00,22:30:00,15,Oui,"Mardi, Mercredi, Jeudi",4,2,Oui,10
287,08/06/2017 01:14:08,Un homme,18,Tronc commun,TC01,Oui,Oui,Jamais bu,Jamais bu,Jamais bu,Jamais bu,Jamais bu,Jamais bu,J'adore !,Jamais bu,Jamais bu,Jamais bu,J'adore !,2,20,19:30:00,21:00:00,5,"Non, manger c'est tricher","Mercredi, Jeudi",2,3,Non,
288,08/06/2017 01:25:22,Un homme,22,Branche,Gsu05,Oui,Oui,Bof...,Jamais bu,Jamais bu,Bof...,Bof...,Pas mal,Pas mal,Pas mal,Pas mal,Pas mal,Pas mal,3,25,20:00:00,22:00:00,,Oui,"Lundi, Mercredi, Jeudi, Vendredi",4,4,Oui,60
289,08/06/2017 02:06:47,Un homme,23,Master,QPO,Oui,Oui,J'adore !,Pas mal,Pas mal,J'adore !,Bof...,Pas mal,J'adore !,J'adore !,J'adore !,J'adore !,Pas mal,4,15,18:30:00,22:30:00,"Pas de budjet, c'est tellement pas cher","Non, je mange un menu au Pic","Mardi, Jeudi, Vendredi",5,2,Oui,20
290,08/06/2017 03:11:18,Une femme,19,Tronc commun,TC04,Oui,Oui,Jamais bu,Pas mal,J'adore !,Pas mal,Pas mal,Jamais bu,Pas mal,Pas mal,J'adore !,J'adore !,J'adore !,3,15,20:30:00,22:00:00,8,"Non, manger c'est tricher","Mardi, Jeudi, Vendredi",4,8,Oui,60
291,08/06/2017 08:25:34,Une femme,23,Branche,GB06,Oui,Oui,Jamais bu,Jamais bu,Pas mal,Jamais bu,J'adore !,Jamais bu,Jamais bu,J'adore !,J'adore !,J'adore !,Jamais bu,3,20,19:45:00,22:30:00,7,Oui,"Mardi, Jeudi",4,6,Oui,40
292,08/06/2017 08:28:48,Une femme,19,Tronc commun,TC04,Oui,Oui,Jamais bu,Pas mal,Bof...,Jamais bu,Bof...,Bof...,J'adore !,Pas mal,Pas mal,J'adore !,Je déteste !,1,20,19:00:00,21:00:00,5,"Non, je mange des snacks au Pic",,2,4,Oui,40
293,08/06/2017 08:28:49,Une femme,19,Tronc commun,TC04,Oui,Oui,Jamais bu,Pas mal,Bof...,Jamais bu,Bof...,Bof...,J'adore !,Pas mal,Pas mal,J'adore !,Je déteste !,1,20,19:00:00,21:00:00,5,"Non, je mange des snacks au Pic",,2,4,Oui,40
294,08/06/2017 09:12:52,Un homme,18,Tronc commun,TC02,Oui,Oui,J'adore !,J'adore !,J'adore !,J'adore !,J'adore !,Jamais bu,Pas mal,Jamais bu,Pas mal,J'adore !,J'adore !,4,10,20:30:00,22:00:00,10,Oui,"Jeudi, Vendredi",4,10,Non,
295,08/06/2017 09:32:40,Un homme,22,Branche,GI02,Oui,Oui,Pas mal,Bof...,Bof...,J'adore !,Pas mal,Bof...,Pas mal,Je déteste !,Pas mal,J'adore !,Pas mal,2,25,08:00:00,22:00:00,15,"Non, je mange un menu au Pic","Lundi, Mardi, Mercredi, Jeudi, Vendredi",4,8,Oui,20
296,08/06/2017 09:35:29,Un homme,24,Branche,Gsu05,Oui,Oui,J'adore !,Pas mal,Pas mal,Pas mal,Pas mal,J'adore !,J'adore !,Pas mal,Pas mal,J'adore !,Pas mal,3,20,19:00:00,22:50:00,9,"Non, je mange un menu au Pic","Mardi, Mercredi, Jeudi, Vendredi",4,8,Oui,4
297,08/06/2017 09:36:26,Un homme,21,Branche,GM02,Oui,Oui,,J'adore !,J'adore !,,,J'adore !,,J'adore !,,J'adore !,Bof...,4,10,19:30:00,22:00:00,10,"Non, manger c'est tricher","Mercredi, Vendredi",5,4,Oui,30
298,08/06/2017 09:40:04,Une femme,18,Tronc commun,HUTECH2,Oui,Oui,Pas mal,Je déteste !,Bof...,J'adore !,Je déteste !,Bof...,J'adore !,J'adore !,Pas mal,Pas mal,Je déteste !,2,20,20:00:00,22:00:00,8,"Non, je mange un menu au Pic","Mardi, Jeudi, Vendredi",2,,Oui,
299,08/06/2017 09:41:46,Une femme,21,Branche,GSU02,Oui,Non,J'adore !,Jamais bu,Jamais bu,Jamais bu,Jamais bu,Jamais bu,Jamais bu,Jamais bu,Jamais bu,Jamais bu,J'adore !,0,,20:00:00,22:30:00,5,Oui,"Jeudi, Vendredi",1,6,Oui,
300,08/06/2017 10:16:29,Un homme,19,Tronc commun,TC04,Oui,Oui,J'adore !,Bof...,Bof...,Pas mal,Pas mal,Pas mal,J'adore !,Jamais bu,J'adore !,J'adore !,Bof...,4,15,20:30:00,22:00:00,Aucun,Oui,"Lundi, Mardi, Mercredi, Jeudi, Vendredi",3,4,Oui,35
301,08/06/2017 10:16:29,Un homme,19,Tronc commun,TC04,Oui,Oui,J'adore !,Bof...,Bof...,Pas mal,Pas mal,Pas mal,J'adore !,Jamais bu,J'adore !,J'adore !,Bof...,4,15,20:30:00,22:00:00,Aucun,Oui,"Lundi, Mardi, Mercredi, Jeudi, Vendredi",3,4,Oui,35
302,08/06/2017 10:20:05,Une femme,24,Branche,GP05,Oui,Oui,Jamais bu,J'adore !,Pas mal,Jamais bu,Je déteste !,Bof...,Pas mal,Pas mal,Pas mal,J'adore !,Je déteste !,2,20,20:00:00,22:00:00,10,"Non, manger c'est tricher","Mardi, Mercredi, Jeudi, Vendredi",4,8,Non,
303,08/06/2017 10:22:19,Un homme,20,Branche,GI02,Oui,Oui,J'adore !,Je déteste !,Je déteste !,J'adore !,Bof...,Je déteste !,Pas mal,Jamais bu,J'adore !,J'adore !,Bof...,3,30,20:30:00,22:00:00,8,Oui,"Mardi, Mercredi, Jeudi",2,6,Oui,20
304,08/06/2017 10:22:37,Une femme,22,Branche,GI06,Oui,Oui,Jamais bu,Jamais bu,J'adore !,Pas mal,Je déteste !,Jamais bu,Pas mal,Bof...,J'adore !,J'adore !,Je déteste !,4,20,19:00:00,22:00:00,15,"Non, manger c'est tricher","Lundi, Mardi, Jeudi, Vendredi",3,4,Oui,40
305,08/06/2017 10:32:57,Une femme,21,Branche,GM03,Oui,Oui,Jamais bu,Bof...,J'adore !,Pas mal,Bof...,J'adore !,J'adore !,Jamais bu,Bof...,J'adore !,Je déteste !,2,25,20:15:00,22:00:00,5,"Non, je mange des snacks au Pic","Mardi, Jeudi, Vendredi",3,8,Non,
306,08/06/2017 10:33:55,Une femme,20,Branche,GI02,Oui,Oui,Pas mal,Jamais bu,Jamais bu,Jamais bu,Jamais bu,Jamais bu,Jamais bu,Jamais bu,J'adore !,Pas mal,Jamais bu,2,30,19:00:00,21:00:00,4,"Non, manger c'est tricher","Jeudi, Vendredi",2,2,Non,
307,08/06/2017 10:39:46,Un homme,26,Ancien,,Oui,Oui,Bof...,Pas mal,Pas mal,J'adore !,Je déteste !,J'adore !,Pas mal,J'adore !,Pas mal,Pas mal,Je déteste !,7,25,18:45:00,23:00:00,20,"Non, je mange des snacks au Pic",Vendredi,3,10,Oui,20
308,08/06/2017 10:55:56,Un homme,21,Branche,gsm02,Oui,Oui,,Pas mal,,J'adore !,,,J'adore !,,,J'adore !,J'adore !,3,15,20:00:00,22:30:00,20,Oui,"Mercredi, Jeudi, Vendredi",4,5,Oui,6
309,08/06/2017 11:06:20,Un homme,20,Branche,GM02,Oui,Oui,Jamais bu,Pas mal,Pas mal,Pas mal,Bof...,Pas mal,Bof...,Bof...,Pas mal,Pas mal,Bof...,4,20,19:00:00,21:30:00,10,"Non, manger c'est tricher","Mercredi, Jeudi",4,6,Non,
310,08/06/2017 11:49:02,Un homme,22,Branche,Gsu02,Oui,Oui,Jamais bu,Bof...,Pas mal,Jamais bu,Pas mal,Pas mal,J'adore !,J'adore !,J'adore !,J'adore !,Bof...,4,15,19:30:00,23:00:00,10,"Non, manger c'est tricher","Lundi, Mercredi, Jeudi, Vendredi",3,5,Oui,40
311,08/06/2017 11:53:10,Un homme,20,Branche,GM02,Oui,Oui,Jamais bu,Jamais bu,Pas mal,J'adore !,Jamais bu,Jamais bu,Jamais bu,J'adore !,Pas mal,Pas mal,Bof...,3,20,20:00:00,22:15:00,10,Oui,"Jeudi, Vendredi",2,4,Oui,60
312,08/06/2017 12:51:41,Un homme,23,Ancien vieux con,,Oui,Oui,Pas mal,Pas mal,Pas mal,J'adore !,Je déteste !,J'adore !,Pas mal,J'adore !,Pas mal,Pas mal,Je déteste !,6,25,18:32:00,22:45:00,20,"Non, manger c'est tricher",Vendredi,5,100,Oui,15
313,08/06/2017 13:05:37,Une femme,18,Tronc commun,TC02,Oui,Oui,J'adore !,Jamais bu,Jamais bu,Pas mal,J'adore !,Jamais bu,J'adore !,Jamais bu,Pas mal,J'adore !,J'adore !,1,40,20:30:00,22:00:00,4,"Non, je mange un menu au Pic","Jeudi, Vendredi",4,7,Oui,50
314,08/06/2017 13:08:27,Une femme,21,Branche,Gsm04,Oui,,,,,,,,Pas mal,Pas mal,J'adore !,J'adore !,,2,29,19:30:00,22:00:00,,Oui,"Mardi, Jeudi, Vendredi",3,4,Oui,
315,08/06/2017 13:17:43,Une femme,21,Branche,GB04,Oui,Oui,Pas mal,Jamais bu,Pas mal,J'adore !,J'adore !,Jamais bu,J'adore !,Pas mal,Pas mal,J'adore !,J'adore !,3,30,19:30:00,23:00:00,12,"Non, je mange des snacks au Pic","Mardi, Jeudi, Vendredi",3,7,Oui,40
316,08/06/2017 13:22:41,Un homme,21,Branche,GI02,Non,,,,,,,,,,,,,,,,,,,,,,,
317,08/06/2017 13:35:54,Un homme,22,Branche,GM04,Oui,Oui,Pas mal,Pas mal,Bof...,J'adore !,Je déteste !,J'adore !,Je déteste !,J'adore !,Bof...,J'adore !,Je déteste !,4,20,20:00:00,22:30:00,12,Oui,"Jeudi, Vendredi",4,4,Oui,30
318,08/06/2017 13:49:19,Un homme,21,Branche,Gsm02,Oui,Oui,Jamais bu,Jamais bu,J'adore !,Pas mal,Jamais bu,Pas mal,Pas mal,Pas mal,Pas mal,Pas mal,Jamais bu,2,15,19:00:00,20:00:00,5,"Non, manger c'est tricher","Mardi, Jeudi",4,5,Non,
319,08/06/2017 13:56:06,Un homme,22,Branche,GM06,Oui,Oui,Jamais bu,Pas mal,Bof...,J'adore !,Je déteste !,Pas mal,J'adore !,Pas mal,Bof...,Pas mal,Jamais bu,4,30,19:30:00,22:00:00,15,"Non, je mange des snacks au Pic","Mardi, Jeudi, Vendredi",4,5,Oui,10
320,08/06/2017 13:58:28,Une femme,19,Tronc commun,TC03,Oui,Oui,Jamais bu,Jamais bu,Jamais bu,Pas mal,J'adore !,Pas mal,Je déteste !,Je déteste !,Bof...,Pas mal,Pas mal,1 et demie,30 à 45,20:30:00,22:30:00,5,Oui,Jeudi,1,5,Oui,
321,08/06/2017 14:25:54,Un homme,20,Tronc commun,Tc03,Oui,Oui,Jamais bu,Pas mal,Pas mal,Pas mal,Jamais bu,Pas mal,Pas mal,J'adore !,J'adore !,Pas mal,Jamais bu,3,20,18:30:00,22:00:00,20,"Non, je mange un menu au Pic","Lundi, Mardi, Mercredi, Jeudi, Vendredi",3,8,Oui,30
322,08/06/2017 15:38:30,Un homme,21,Branche,GSU04,Oui,Oui,Bof...,Pas mal,Pas mal,Jamais bu,Je déteste !,J'adore !,J'adore !,Pas mal,Bof...,Jamais bu,Je déteste !,2,30,19:30:00,22:00:00,10,"Non, je mange un menu au Pic","Lundi, Mardi, Mercredi, Jeudi, Vendredi",4,4,Oui,20
323,08/06/2017 16:06:07,Un homme,24,Branche,GB06,Oui,Oui,Pas mal,Pas mal,Pas mal,J'adore !,Bof...,Pas mal,Pas mal,Pas mal,Pas mal,Pas mal,Pas mal,5,20,19:00:00,22:00:00,10,"Non, manger c'est tricher","Lundi, Mardi, Mercredi, Jeudi, Vendredi",4,5,Oui,30
324,08/06/2017 16:35:57,Une femme,23,Branche,gm7,Oui,Oui,Bof...,Je déteste !,Bof...,J'adore !,Bof...,Pas mal,Pas mal,Pas mal,Jamais bu,J'adore !,Je déteste !,5,30,18:30:00,22:00:00,15,"Non, je mange un menu au Pic","Lundi, Mardi, Mercredi, Jeudi, Vendredi",4,3,Oui,20
325,08/06/2017 16:43:49,Un homme,21,ESCOM,5a,Oui,Oui,Bof...,Pas mal,J'adore !,Pas mal,J'adore !,J'adore !,Pas mal,J'adore !,J'adore !,J'adore !,J'adore !,3,15,20:00:00,22:30:00,9,Oui,"Lundi, Mardi",4,4,Non,
326,08/06/2017 17:31:42,Une femme,23,Branche,GM06,Oui,Oui,Pas mal,Pas mal,Pas mal,J'adore !,Je déteste !,J'adore !,Pas mal,Pas mal,J'adore !,Pas mal,Je déteste !,2,15,19:00:00,22:00:00,20,Oui,,3,2,Oui,5
327,08/06/2017 19:17:05,Un homme,"20,12",Branche,,Oui,Non,J'adore !,J'adore !,J'adore !,J'adore !,J'adore !,J'adore !,J'adore !,J'adore !,J'adore !,J'adore !,J'adore !,"Bah je viens aussi la journée donc ca doit faire une moyenne qui approche les 0,5.","10 secondes si je prends un buffalo, 20 minutes si y a du dancing, 30 si je coinche",10:00:00,00:01:00,50 pour les caisses frérot,"Non, je mange un menu au Pic","Lundi, Mardi, Mercredi, Jeudi, Vendredi",1,0,Oui,"8 secondes pelo, comme tout le monde."
328,08/06/2017 20:05:03,Un homme,19,Tronc commun,TC02,Oui,Oui,Bof...,Bof...,J'adore !,Pas mal,Je déteste !,Jamais bu,J'adore !,Pas mal,Pas mal,Bof...,Je déteste !,2,30,20:30:00,22:15:00,10,Oui,"Jeudi, Vendredi",4,7,Oui,25
329,08/06/2017 20:30:16,Un homme,21,Branche,GM02,Oui,Oui,Pas mal,Bof...,Bof...,Bof...,J'adore !,Pas mal,J'adore !,J'adore !,J'adore !,J'adore !,J'adore !,3,15,20:00:00,22:00:00,10,Oui,Vendredi,2,4,Non,
330,08/06/2017 23:15:42,Un homme,21,Branche,GSM02,Oui,Oui,Jamais bu,Jamais bu,Pas mal,Pas mal,Jamais bu,J'adore !,J'adore !,Pas mal,Pas mal,J'adore !,Jamais bu,3,20,20:00:00,21:00:00,7,"Non, manger c'est tricher","Lundi, Jeudi, Vendredi",3,8,Non,
331,09/06/2017 03:27:19,Un homme,21,Branche,GI04,Oui,Oui,J'adore !,Pas mal,J'adore !,J'adore !,Bof...,Pas mal,J'adore !,Pas mal,J'adore !,J'adore !,Bof...,4,30,19:30:00,22:30:00,15,Oui,"Mardi, Jeudi, Vendredi",3,6,Oui,25
332,09/06/2017 07:57:06,Un homme,21,Branche,GP02,Oui,Oui,Jamais bu,J'adore !,Pas mal,Pas mal,Pas mal,J'adore !,Pas mal,J'adore !,Pas mal,J'adore !,Jamais bu,4,20,19:00:00,22:00:00,10,"Non, manger c'est tricher","Lundi, Mercredi, Jeudi",4,3,Non,
333,09/06/2017 11:22:44,Un homme,23,Branche,GSM04,Oui,Non,Jamais bu,Pas mal,Pas mal,Jamais bu,J'adore !,Jamais bu,Jamais bu,Pas mal,Pas mal,Pas mal,Pas mal,Entre 0 et,5,21:00:00,21:45:00,2,"Non, manger c'est tricher","Mardi, Jeudi, Vendredi",3,2,Oui,30
334,09/06/2017 16:05:30,Un homme,20,Tronc commun,Tc04,Oui,Oui,Jamais bu,Pas mal,Pas mal,J'adore !,Jamais bu,Pas mal,Pas mal,J'adore !,J'adore !,J'adore !,Jamais bu,3-4,15,20:30:00,21:45:00,40,"Non, manger c'est tricher","Mercredi, Vendredi",3,4,Non,
